Entity,Code,Year,Oil consumption - TWh,Gas consumption - TWh,Coal consumption - TWh
South Africa,ZAF,1986,164.14243,2.1152058,735.6656
South Africa,ZAF,1987,173.64064,1.9568146,748.57306
South Africa,ZAF,1988,191.27434,1.974001,809.92725
South Africa,ZAF,1989,198.1788,2.012193,755.8787
South Africa,ZAF,1990,200.10172,19.708776,782.89764
South Africa,ZAF,1991,201.7545,19.93968,768.75287
South Africa,ZAF,1992,208.36372,18.411568,771.6844
South Africa,ZAF,1993,216.77266,12.738032,774.72943
South Africa,ZAF,1994,226.23352,12.754265,799.63
South Africa,ZAF,1995,241.26067,12.911383,829.7133
South Africa,ZAF,1996,248.5072,11.2445545,842.5073
South Africa,ZAF,1997,252.60281,9.315007,861.08673
South Africa,ZAF,1998,256.45294,9.297571,835.2281
South Africa,ZAF,1999,259.98068,11.863834,872.69934
South Africa,ZAF,2000,264.2983,11.396027,867.96533
South Africa,ZAF,2001,269.9824,13.8290615,871.0688
South Africa,ZAF,2002,276.9421,13.919588,828.59814
South Africa,ZAF,2003,286.9232,10.525237,920.9662
South Africa,ZAF,2004,297.69238,24.342817,1009.1068
South Africa,ZAF,2005,298.2188,34.55495,930.26404
South Africa,ZAF,2006,304.0121,37.446712,947.52783
South Africa,ZAF,2007,310.24753,37.908703,972.9775
South Africa,ZAF,2008,294.21274,39.2192,1085.5026
South Africa,ZAF,2009,288.54617,33.239952,1091.1694
South Africa,ZAF,2010,302.4367,41.22056,1079.5361
South Africa,ZAF,2011,306.0354,42.80949,1052.6561
South Africa,ZAF,2012,313.72104,43.573288,1027.3839
South Africa,ZAF,2013,319.23422,40.543686,1027.6122
South Africa,ZAF,2014,314.8671,42.982246,1040.7196
South Africa,ZAF,2015,347.1934,43.186268,976.4878
South Africa,ZAF,2016,333.97684,36.546562,1050.054
South Africa,ZAF,2017,333.866,40.109257,1032.9447
South Africa,ZAF,2018,333.23776,44.10787,980.26025
South Africa,ZAF,2019,330.3944,42.61174,1044.748
South Africa,ZAF,2020,267.84952,39.705296,1022.6868
South Africa,ZAF,2021,288.82962,42.192196,996.153
South Africa,ZAF,2022,295.21988,42.7015,938.5394
South Africa,ZAF,2023,301.6362,47.4755,923.6925
South America,,1965,748.86774,136.25314,66.62469
South America,,1966,797.4585,144.37679,67.29803
South America,,1967,816.93567,155.30937,71.30021
South America,,1968,883.47034,163.17763,68.368935
South America,,1969,919.4989,168.62686,74.43404
South America,,1970,951.1611,168.84636,82.69845
South America,,1971,1021.9449,172.76349,76.89489
South America,,1972,1090.2395,183.04575,75.25929
South America,,1973,1188.2814,211.04889,78.5963
South America,,1974,1257.3451,225.83922,85.87847
South America,,1975,1255.9839,226.1753,90.089195
South America,,1976,1317.6055,265.03424,90.754265
South America,,1977,1374.1053,284.3225,103.45253
South America,,1978,1438.2742,290.7467,110.90812
South America,,1979,1527.8792,313.8104,117.4326
South America,,1980,1539.4967,332.27032,124.2896
South America,,1981,1517.1842,340.61923,122.71794
South America,,1982,1503.5068,374.74255,123.05385
South America,,1983,1440.1635,388.07208,135.7728
South America,,1984,1407.5267,420.16827,156.72926
South America,,1985,1419.4873,428.904,179.82538
South America,,1986,1503.1213,465.94998,182.37997
South America,,1987,1542.2327,465.10855,199.66469
South America,,1988,1576.7393,501.54425,198.1975
South America,,1989,1571.0469,521.82526,214.54185
South America,,1990,1570.7815,540.36786,179.87613
South America,,1991,1585.6566,549.3064,190.32883
South America,,1992,1670.0895,568.6452,200.23802
South America,,1993,1687.2815,609.32544,202.43074
South America,,1994,1806.0193,634.74915,215.73961
South America,,1995,1891.1365,700.0897,219.18005
South America,,1996,1934.3677,773.3728,225.47377
South America,,1997,2069.888,783.84845,242.6298
South America,,1998,2104.848,845.7594,237.44542
South America,,1999,2120.7363,827.17554,234.50662
South America,,2000,2143.073,875.3867,236.40985
South America,,2001,2158.5059,909.8303,222.49557
South America,,2002,2139.227,911.93964,212.98389
South America,,2003,2063.5913,943.7164,222.6734
South America,,2004,2181.8015,1059.8513,234.2243
South America,,2005,2245.5417,1091.0902,220.90196
South America,,2006,2330.231,1160.6055,255.3773
South America,,2007,2490.2908,1190.2632,272.51825
South America,,2008,2614.6265,1197.7673,292.82364
South America,,2009,2599.7913,1143.1995,245.31587
South America,,2010,2728.4604,1240.7551,301.7665
South America,,2011,2839.4302,1289.0256,318.62106
South America,,2012,3001.7673,1383.2856,336.93686
South America,,2013,3092.617,1433.626,365.95923
South America,,2014,3127.044,1484.2368,383.0173
South America,,2015,2966.4595,1545.6105,375.49203
South America,,2016,2887.3406,1535.0197,359.22595
South America,,2017,2848.3215,1542.5391,356.39105
South America,,2018,2733.7158,1474.0208,346.33652
South America,,2019,2694.21,1400.1428,337.8764
South America,,2020,2362.2656,1283.853,300.72086
South America,,2021,2677.4016,1471.5544,333.5686
South America,,2022,2904.3289,1410.7896,283.35242
South America,,2023,2989.648,1396.779,274.83972
South Korea,KOR,1965,15.124584,,57.59176
South Korea,KOR,1966,22.645342,,65.20941
South Korea,KOR,1967,39.25714,,62.20887
South Korea,KOR,1968,58.039677,,58.7315
South Korea,KOR,1969,78.77083,,61.336617
South Korea,KOR,1970,98.390976,,65.46527
South Korea,KOR,1971,111.123955,,66.16306
South Korea,KOR,1972,115.992966,,67.81453
South Korea,KOR,1973,142.77954,,85.75961
South Korea,KOR,1974,147.48793,,88.446144
South Korea,KOR,1975,167.17403,,93.44705
South Korea,KOR,1976,187.67162,,104.16991
South Korea,KOR,1977,223.60997,,113.71813
South Korea,KOR,1978,255.6979,,115.06722
South Korea,KOR,1979,287.68427,,137.73409
South Korea,KOR,1980,284.98254,,153.50438
South Korea,KOR,1981,282.14676,,177.29004
South Korea,KOR,1982,280.0684,,179.69046
South Korea,KOR,1983,293.03107,,191.79149
South Korea,KOR,1984,294.2903,,231.0532
South Korea,KOR,1985,311.11945,,256.117
South Korea,KOR,1986,338.9009,0.7117558,271.32788
South Korea,KOR,1987,356.26428,22.022568,274.9204
South Korea,KOR,1988,425.95413,28.449305,292.63754
South Korea,KOR,1989,486.68192,27.52821,284.84778
South Korea,KOR,1990,589.91064,31.641739,280.56445
South Korea,KOR,1991,717.3476,36.655434,281.5181
South Korea,KOR,1992,868.07513,47.94933,274.12143
South Korea,KOR,1993,953.1819,59.902637,300.51804
South Korea,KOR,1994,1046.2953,79.7376,308.57297
South Korea,KOR,1995,1141.5756,96.432465,319.77148
South Korea,KOR,1996,1221.4814,127.40432,373.323
South Korea,KOR,1997,1342.7758,154.82787,406.20566
South Korea,KOR,1998,1114.9084,144.84235,419.26846
South Korea,KOR,1999,1196.8456,176.35849,443.76706
South Korea,KOR,2000,1225.8423,198.0775,499.2131
South Korea,KOR,2001,1226.0139,217.57753,531.7724
South Korea,KOR,2002,1247.8408,241.77722,571.3901
South Korea,KOR,2003,1258.7135,253.23859,594.5768
South Korea,KOR,2004,1249.6437,296.7499,618.6974
South Korea,KOR,2005,1255.2463,317.72577,637.27167
South Korea,KOR,2006,1257.0508,334.98584,658.86743
South Korea,KOR,2007,1290.8456,362.8176,693.7644
South Korea,KOR,2008,1230.9376,373.36835,768.74066
South Korea,KOR,2009,1245.8486,354.915,797.7598
South Korea,KOR,2010,1272.0355,450.16473,897.1591
South Korea,KOR,2011,1284.1549,484.45462,973.2844
South Korea,KOR,2012,1330.1271,525.2864,937.80133
South Korea,KOR,2013,1329.0857,549.75824,948.3567
South Korea,KOR,2014,1321.2274,500.03998,981.5569
South Korea,KOR,2015,1384.1904,456.49725,993.21594
South Korea,KOR,2016,1509.1769,476.4369,947.8368
South Korea,KOR,2017,1497.4587,497.5639,1002.235
South Korea,KOR,2018,1490.3444,578.04004,1007.7488
South Korea,KOR,2019,1475.317,560.33826,955.3661
South Korea,KOR,2020,1405.6753,575.3731,840.1593
South Korea,KOR,2021,1499.4344,624.0739,843.54047
South Korea,KOR,2022,1518.4935,623.7887,796.5685
South Korea,KOR,2023,1489.8591,600.7471,748.34863
South and Central America (EI),,1965,1019.5386,147.71014,67.209816
South and Central America (EI),,1966,1076.9752,157.82979,67.89776
South and Central America (EI),,1967,1108.2856,170.15462,71.90734
South and Central America (EI),,1968,1181.5742,178.75237,68.96925
South and Central America (EI),,1969,1226.397,184.2801,75.04892
South and Central America (EI),,1970,1296.1957,188.00996,83.17477
South and Central America (EI),,1971,1375.1017,191.4859,77.297134
South and Central America (EI),,1972,1482.3936,202.40028,75.72361
South and Central America (EI),,1973,1619.1711,229.72734,79.03735
South and Central America (EI),,1974,1688.7253,242.95543,86.27545
South and Central America (EI),,1975,1675.7673,241.73022,90.53494
South and Central America (EI),,1976,1749.6311,282.5842,91.11082
South and Central America (EI),,1977,1826.3688,304.86447,104.11946
South and Central America (EI),,1978,1896.9019,315.20514,111.575554
South and Central America (EI),,1979,1990.8038,339.18698,118.00362
South and Central America (EI),,1980,1996.7848,360.90677,125.10869
South and Central America (EI),,1981,1980.1442,372.04678,123.521614
South and Central America (EI),,1982,1923.2656,412.8637,124.233475
South and Central America (EI),,1983,1846.2217,427.55774,138.14989
South and Central America (EI),,1984,1830.3175,461.56915,158.64099
South and Central America (EI),,1985,1818.404,471.37405,183.82
South and Central America (EI),,1986,1911.1362,509.39963,185.60352
South and Central America (EI),,1987,1960.5057,511.25092,204.5869
South and Central America (EI),,1988,1994.2043,554.60406,202.7086
South and Central America (EI),,1989,2008.0634,575.12164,218.93726
South and Central America (EI),,1990,2009.6031,595.6102,183.94098
South and Central America (EI),,1991,2022.9531,605.15717,194.67995
South and Central America (EI),,1992,2109.1438,622.54315,204.23631
South and Central America (EI),,1993,2134.9028,669.835,206.6627
South and Central America (EI),,1994,2277.6833,703.93097,219.04224
South and Central America (EI),,1995,2377.1804,774.3447,222.48586
South and Central America (EI),,1996,2431.7603,857.1985,229.01283
South and Central America (EI),,1997,2593.212,874.9036,245.9441
South and Central America (EI),,1998,2661.194,937.86633,241.29762
South and Central America (EI),,1999,2666.125,925.2252,239.12917
South and Central America (EI),,2000,2761.5994,983.33673,243.9704
South and Central America (EI),,2001,2813.797,1031.9049,230.43242
South and Central America (EI),,2002,2796.8882,1042.2432,228.3709
South and Central America (EI),,2003,2729.362,1095.907,242.54172
South and Central America (EI),,2004,2855.507,1224.2316,255.01068
South and Central America (EI),,2005,2925.181,1271.3912,241.05278
South and Central America (EI),,2006,3026.9202,1375.1427,278.14676
South and Central America (EI),,2007,3174.959,1411.4226,296.35483
South and Central America (EI),,2008,3267.1226,1414.4355,318.07724
South and Central America (EI),,2009,3222.0366,1358.4406,268.5773
South and Central America (EI),,2010,3358.371,1472.789,324.91766
South and Central America (EI),,2011,3466.8967,1521.2982,346.27234
South and Central America (EI),,2012,3610.1658,1617.8892,366.818
South and Central America (EI),,2013,3682.3574,1673.1067,398.404
South and Central America (EI),,2014,3726.0579,1726.1265,417.64185
South and Central America (EI),,2015,3607.3564,1778.4172,412.42902
South and Central America (EI),,2016,3549.163,1742.7349,397.91803
South and Central America (EI),,2017,3508.4207,1760.7482,388.16403
South and Central America (EI),,2018,3391.7783,1689.7917,382.02112
South and Central America (EI),,2019,3354.1768,1625.1566,387.1
South and Central America (EI),,2020,2910.4634,1485.7006,351.81006
South and Central America (EI),,2021,3256.369,1685.0747,384.3196
South and Central America (EI),,2022,3496.5413,1624.4536,329.47702
South and Central America (EI),,2023,3614.0266,1617.035,323.5076
Spain,ESP,1965,166.38136,,112.811005
Spain,ESP,1966,196.83342,,104.367615
Spain,ESP,1967,238.4801,,106.06559
Spain,ESP,1968,253.3006,,107.36816
Spain,ESP,1969,288.38123,0.9393,108.042694
Spain,ESP,1970,328.98575,0.7474,114.13682
Spain,ESP,1971,362.10995,3.9794,114.70669
Spain,ESP,1972,381.81464,11.716,117.474625
Spain,ESP,1973,458.62744,11.312,115.05559
Spain,ESP,1974,480.74136,14.139999,111.43865
Spain,ESP,1975,499.90475,14.584399,123.49897
Spain,ESP,1976,567.02826,16.7458,119.61455
Spain,ESP,1977,535.35486,16.0994,128.1277
Spain,ESP,1978,551.2884,16.4933,110.11284
Spain,ESP,1979,584.30664,15.937799,125.49932
Spain,ESP,1980,618.6684,20.4323,144.66557
Spain,ESP,1981,599.03894,23.331,178.46234
Spain,ESP,1982,566.287,25.441898,197.76814
Spain,ESP,1983,567.4309,27.5124,208.01418
Spain,ESP,1984,535.18097,22.5634,211.4799
Spain,ESP,1985,515.2207,23.936998,209.08414
Spain,ESP,1986,510.47852,28.1992,216.6669
Spain,ESP,1987,536.0967,30.1889,210.2006
Spain,ESP,1988,548.8795,38.9557,182.38165
Spain,ESP,1989,575.17896,50.0051,224.83115
Spain,ESP,1990,556.60004,57.79439,223.43556
Spain,ESP,1991,568.6487,65.11023,232.58836
Spain,ESP,1992,637.358,68.079414,237.29852
Spain,ESP,1993,607.8931,66.77966,213.45702
Spain,ESP,1994,638.54456,73.21793,220.06287
Spain,ESP,1995,679.26404,89.793236,220.58621
Spain,ESP,1996,697.5843,100.489685,186.394
Spain,ESP,1997,705.9865,131.48898,213.46864
Spain,ESP,1998,762.2611,134.98705,203.42033
Spain,ESP,1999,810.8985,154.5253,227.98288
Spain,ESP,2000,822.15295,176.96399,243.48569
Spain,ESP,2001,848.1992,190.69435,222.92383
Spain,ESP,2002,866.395,218.03433,251.18472
Spain,ESP,2003,875.835,248.28728,234.10027
Spain,ESP,2004,883.7714,292.69077,244.79987
Spain,ESP,2005,906.24615,347.01956,238.56618
Spain,ESP,2006,898.3018,363.17368,208.27003
Spain,ESP,2007,905.73895,369.5727,233.0303
Spain,ESP,2008,866.65924,405.92172,157.05151
Spain,ESP,2009,814.51135,363.0772,109.6709
Spain,ESP,2010,794.10126,361.96466,80.212105
Spain,ESP,2011,757.2665,336.46082,148.75934
Spain,ESP,2012,700.0071,332.2561,180.17195
Spain,ESP,2013,675.85834,303.28094,132.5471
Spain,ESP,2014,678.8414,275.23898,135.36157
Spain,ESP,2015,701.3279,285.43784,159.17296
Spain,ESP,2016,719.22076,291.21594,122.0701
Spain,ESP,2017,723.65344,317.12115,156.40977
Spain,ESP,2018,733.6453,314.9725,134.02187
Spain,ESP,2019,735.607,359.74472,58.98408
Spain,ESP,2020,591.8297,324.90228,34.386036
Spain,ESP,2021,654.14606,343.24298,35.731247
Spain,ESP,2022,725.28674,329.74158,43.426697
Spain,ESP,2023,713.4151,292.98306,32.931664
Sri Lanka,LKA,1965,9.374515,,0
Sri Lanka,LKA,1966,9.601324,,0
Sri Lanka,LKA,1967,9.834314,,0
Sri Lanka,LKA,1968,10.081402,,0
Sri Lanka,LKA,1969,10.303508,,0
Sri Lanka,LKA,1970,17.57452,,0
Sri Lanka,LKA,1971,17.690096,,0
Sri Lanka,LKA,1972,18.611622,,0
Sri Lanka,LKA,1973,19.797039,,0
Sri Lanka,LKA,1974,15.812425,,0
Sri Lanka,LKA,1975,16.39198,,0
Sri Lanka,LKA,1976,15.96242,,0.005128833
Sri Lanka,LKA,1977,17.061384,,0.0293075
Sri Lanka,LKA,1978,17.61727,,0.030479997
Sri Lanka,LKA,1979,18.467768,,0.019782638
Sri Lanka,LKA,1980,18.610115,,0.026669918
Sri Lanka,LKA,1981,19.50078,,0.014800333
Sri Lanka,LKA,1982,21.070389,,0.20705833
Sri Lanka,LKA,1983,21.86579,,0.20808388
Sri Lanka,LKA,1984,20.623968,,0.404445
Sri Lanka,LKA,1985,18.36743,,0.24471833
Sri Lanka,LKA,1986,19.134302,,0.09158639
Sri Lanka,LKA,1987,21.290077,,0.08572472
Sri Lanka,LKA,1988,19.793789,,0.043961387
Sri Lanka,LKA,1989,18.507244,,0.005128833
Sri Lanka,LKA,1990,20.587849,,0
Sri Lanka,LKA,1991,20.604216,,0.006594222
Sri Lanka,LKA,1992,23.416904,,0.006594222
Sri Lanka,LKA,1993,23.671654,,0.0044694166
Sri Lanka,LKA,1994,25.714016,,0.0040298053
Sri Lanka,LKA,1995,27.378433,,0.011649778
Sri Lanka,LKA,1996,33.236603,,0.0024178778
Sri Lanka,LKA,1997,34.04012,,0
Sri Lanka,LKA,1998,35.576878,,0.0022713388
Sri Lanka,LKA,1999,38.356125,,0
Sri Lanka,LKA,2000,44.056522,,0.003956528
Sri Lanka,LKA,2001,42.859436,,0.0010257666
Sri Lanka,LKA,2002,45.48564,,0.12653555
Sri Lanka,LKA,2003,44.725185,,0.69488305
Sri Lanka,LKA,2004,44.74943,,0.1828061
Sri Lanka,LKA,2005,51.173447,,0.67949665
Sri Lanka,LKA,2006,52.58453,,0.5096592
Sri Lanka,LKA,2007,55.728622,0,0.49720332
Sri Lanka,LKA,2008,51.22881,,0.67033803
Sri Lanka,LKA,2009,52.808617,,0.68228084
Sri Lanka,LKA,2010,52.980663,,0.697008
Sri Lanka,LKA,2011,59.077347,,3.478508
Sri Lanka,LKA,2012,63.094193,,5.303183
Sri Lanka,LKA,2013,53.987404,,5.578877
Sri Lanka,LKA,2014,61.876884,,10.707201
Sri Lanka,LKA,2015,59.549107,,14.409015
Sri Lanka,LKA,2016,72.91467,,15.254024
Sri Lanka,LKA,2017,78.41371,,15.801332
Sri Lanka,LKA,2018,78.14474,,15.269992
Sri Lanka,LKA,2019,81.4422,,16.297167
Sri Lanka,LKA,2020,69.95814,,19.583334
Sri Lanka,LKA,2021,66.11134,,19.567083
Sri Lanka,LKA,2022,55.178627,,18.34392
Sri Lanka,LKA,2023,60.620712,,16.471945
Sweden,SWE,1965,229.70325,,25.92705
Sweden,SWE,1966,259.65668,,24.740416
Sweden,SWE,1967,258.7804,,24.55678
Sweden,SWE,1968,292.71014,,21.454315
Sweden,SWE,1969,313.51505,,20.949095
Sweden,SWE,1970,341.1421,,22.130144
Sweden,SWE,1971,320.8071,,19.949358
Sweden,SWE,1972,329.2851,,17.139631
Sweden,SWE,1973,336.5918,,18.945211
Sweden,SWE,1974,302.31848,,20.930021
Sweden,SWE,1975,301.48468,,22.575235
Sweden,SWE,1976,332.42615,,21.67134
Sweden,SWE,1977,322.33047,,17.201967
Sweden,SWE,1978,389.06158,,17.646048
Sweden,SWE,1979,418.84644,,20.846622
Sweden,SWE,1980,369.6262,,19.868969
Sweden,SWE,1981,332.4578,,17.085283
Sweden,SWE,1982,309.068,,19.009607
Sweden,SWE,1983,268.6586,,23.82295
Sweden,SWE,1984,256.70612,,28.746893
Sweden,SWE,1985,275.22202,0.7138414,33.84138
Sweden,SWE,1986,293.94498,1.8797678,36.079098
Sweden,SWE,1987,253.78844,2.5105367,35.623558
Sweden,SWE,1988,237.5639,3.2286325,34.971607
Sweden,SWE,1989,228.21938,4.31798,32.97284
Sweden,SWE,1990,189.63513,6.0098825,34.45712
Sweden,SWE,1991,191.26494,6.420767,33.636505
Sweden,SWE,1992,207.7154,7.2472377,31.320868
Sweden,SWE,1993,205.3306,7.9093547,31.889389
Sweden,SWE,1994,219.89214,7.852032,32.364464
Sweden,SWE,1995,218.79677,7.8598695,32.364185
Sweden,SWE,1996,235.02121,8.422121,35.842365
Sweden,SWE,1997,222.36333,8.319568,30.625975
Sweden,SWE,1998,226.8401,8.245899,30.83334
Sweden,SWE,1999,222.96231,8.263588,29.473198
Sweden,SWE,2000,204.42043,8.081545,29.83794
Sweden,SWE,2001,205.10724,9.117825,32.333935
Sweden,SWE,2002,205.5297,9.278819,34.7224
Sweden,SWE,2003,205.91388,9.252622,34.043278
Sweden,SWE,2004,204.07948,9.2123165,35.024788
Sweden,SWE,2005,196.89734,8.777249,32.01512
Sweden,SWE,2006,195.63448,9.18875,35.34985
Sweden,SWE,2007,191.29031,9.483,32.93782
Sweden,SWE,2008,187.61041,8.6102495,32.947243
Sweden,SWE,2009,174.76617,11.495,23.227459
Sweden,SWE,2010,182.26926,15.468,31.07757
Sweden,SWE,2011,168.6092,12.21675,27.704718
Sweden,SWE,2012,161.83508,10.651,23.844616
Sweden,SWE,2013,158.01923,10.2365,24.411753
Sweden,SWE,2014,155.6956,8.403749,23.033632
Sweden,SWE,2015,153.64813,9.33575,23.101633
Sweden,SWE,2016,158.83817,9.988999,22.635933
Sweden,SWE,2017,161.7447,9.61625,22.60179
Sweden,SWE,2018,142.69774,10.16875,22.511423
Sweden,SWE,2019,145.29596,10.278999,22.514364
Sweden,SWE,2020,134.4504,9.90925,18.611954
Sweden,SWE,2021,147.19505,10.62825,18.925022
Sweden,SWE,2022,132.72533,7.99775,18.44726
Sweden,SWE,2023,129.4999,7.1619916,18.115417
Switzerland,CHE,1965,96.37956,,14.833333
Switzerland,CHE,1966,102.46806,,12.263888
Switzerland,CHE,1967,110.83246,,10.344443
Switzerland,CHE,1968,122.932655,0,9.777778
Switzerland,CHE,1969,133.68282,0.0025,8.844444
Switzerland,CHE,1970,149.8176,0.385,7.5888886
Switzerland,CHE,1971,158.97955,0.93,5.1249995
Switzerland,CHE,1972,162.98949,1.1800001,4.336111
Switzerland,CHE,1973,175.4158,1.5974998,4.116667
Switzerland,CHE,1974,156.10689,3.3649998,3.55
Switzerland,CHE,1975,150.11577,5.4199996,2.661111
Switzerland,CHE,1976,156.01617,5.6575,2.4999998
Switzerland,CHE,1977,156.82472,6.46,2.9166665
Switzerland,CHE,1978,160.81917,7.0874996,2.6249998
Switzerland,CHE,1979,154.1364,7.9500003,2.713889
Switzerland,CHE,1980,154.0199,9.070001,3.972222
Switzerland,CHE,1981,142.52437,9.785,5.875
Switzerland,CHE,1982,134.65762,10.335,5.197222
Switzerland,CHE,1983,147.33458,11.362499,4.536111
Switzerland,CHE,1984,142.62831,12.6725,5.827778
Switzerland,CHE,1985,145.1502,13.2675,5.8527775
Switzerland,CHE,1986,158.84816,13.5875,5.0361114
Switzerland,CHE,1987,149.6258,14.5675,4.686111
Switzerland,CHE,1988,150.06096,14.669999,3.9999998
Switzerland,CHE,1989,143.99307,15.955,4.1361113
Switzerland,CHE,1990,154.29774,17.0775,4.1361113
Switzerland,CHE,1991,156.95247,19.17,3.5138888
Switzerland,CHE,1992,159.13806,20.15,2.4333332
Switzerland,CHE,1993,149.1138,21.14,2.038889
Switzerland,CHE,1994,154.10161,20.8525,2.0638888
Switzerland,CHE,1995,142.8001,22.98,2.2138886
Switzerland,CHE,1996,147.92401,24.875,1.6555556
Switzerland,CHE,1997,155.62619,24.015,1.275
Switzerland,CHE,1998,157.54512,24.72,1.0583333
Switzerland,CHE,1999,152.87431,28.458332,1.0999999
Switzerland,CHE,2000,148.28627,28.3,1.6027778
Switzerland,CHE,2001,158.69579,29.455555,1.675
Switzerland,CHE,2002,150.41983,28.91111,1.5444444
Switzerland,CHE,2003,146.38762,30.558332,1.5861111
Switzerland,CHE,2004,149.64418,31.525,1.5055555
Switzerland,CHE,2005,150.2359,32.363888,1.6777776
Switzerland,CHE,2006,149.46094,31.469442,1.811111
Switzerland,CHE,2007,143.28651,30.641666,2.0277777
Switzerland,CHE,2008,148.41432,32.64722,1.8222222
Switzerland,CHE,2009,144.26378,31.336111,1.7194444
Switzerland,CHE,2010,147.44974,35.002777,1.7249999
Switzerland,CHE,2011,136.49957,31.04722,1.5944444
Switzerland,CHE,2012,139.24571,34.033333,1.436111
Switzerland,CHE,2013,141.59218,35.841667,1.5472221
Switzerland,CHE,2014,128.45525,31.04722,1.5833334
Switzerland,CHE,2015,129.56079,33.172222,1.4472222
Switzerland,CHE,2016,122.34928,34.85,1.3305556
Switzerland,CHE,2017,125.38493,34.997223,1.2805556
Switzerland,CHE,2018,120.37151,33.197224,1.1916666
Switzerland,CHE,2019,123.53284,34.058334,1.0583333
Switzerland,CHE,2020,102.537796,33.14722,1.0166667
Switzerland,CHE,2021,102.78784,36.041664,1.0277778
Switzerland,CHE,2022,105.80311,29.644444,1.0694444
Switzerland,CHE,2023,107.38036,27.441227,1.0694444
Taiwan,TWN,1965,25.688173,2.307175,34.71555
Taiwan,TWN,1966,30.388775,2.589275,34.52947
Taiwan,TWN,1967,36.092865,3.3449,35.041187
Taiwan,TWN,1968,43.046482,4.7151,35.32031
Taiwan,TWN,1969,51.549316,5.9241,32.42444
Taiwan,TWN,1970,61.906002,5.6202574,31.680119
Taiwan,TWN,1971,86.65054,11.297574,28.132969
Taiwan,TWN,1972,93.771324,13.151973,26.79552
Taiwan,TWN,1973,119.624985,15.177548,23.981058
Taiwan,TWN,1974,107.38309,15.976366,24.41137
Taiwan,TWN,1975,124.44161,15.862249,22.259819
Taiwan,TWN,1976,160.90163,19.747042,23.574009
Taiwan,TWN,1977,177.99304,20.840841,26.993229
Taiwan,TWN,1978,208.59233,20.528925,29.78443
Taiwan,TWN,1979,209.58989,19.81717,37.59979
Taiwan,TWN,1980,217.76823,20.499619,44.48475
Taiwan,TWN,1981,191.71028,17.468376,41.053898
Taiwan,TWN,1982,216.21269,13.359276,48.15367
Taiwan,TWN,1983,216.68071,13.855264,64.99984
Taiwan,TWN,1984,207.55226,13.941779,75.40771
Taiwan,TWN,1985,205.69662,12.4989195,79.88108
Taiwan,TWN,1986,229.2053,11.388483,97.24753
Taiwan,TWN,1987,241.05962,11.518417,105.21524
Taiwan,TWN,1988,281.1456,13.138313,121.93394
Taiwan,TWN,1989,312.63947,13.235775,127.18466
Taiwan,TWN,1990,324.52744,21.242907,125.66009
Taiwan,TWN,1991,336.49112,30.850603,137.64062
Taiwan,TWN,1992,349.96964,30.593304,159.02312
Taiwan,TWN,1993,372.70914,32.017345,178.81398
Taiwan,TWN,1994,396.7485,38.884525,186.09624
Taiwan,TWN,1995,431.46835,43.456387,191.85172
Taiwan,TWN,1996,431.2607,44.342564,216.37764
Taiwan,TWN,1997,442.64062,52.02493,247.48338
Taiwan,TWN,1998,457.7185,61.644417,268.5034
Taiwan,TWN,1999,490.0698,62.734764,277.2957
Taiwan,TWN,2000,500.4925,67.67396,326.85596
Taiwan,TWN,2001,518.6094,72.894005,342.99756
Taiwan,TWN,2002,518.4633,81.52753,371.88586
Taiwan,TWN,2003,542.0757,84.14759,396.44775
Taiwan,TWN,2004,554.1193,102.36428,412.37943
Taiwan,TWN,2005,557.94116,103.200806,419.94257
Taiwan,TWN,2006,562.3801,110.69848,440.8106
Taiwan,TWN,2007,583.01483,117.44902,461.68237
Taiwan,TWN,2008,545.4449,127.659584,442.00507
Taiwan,TWN,2009,532.04193,124.667755,421.60492
Taiwan,TWN,2010,555.73676,154.79768,452.3208
Taiwan,TWN,2011,517.70953,170.3993,468.85687
Taiwan,TWN,2012,509.2837,178.85228,458.43033
Taiwan,TWN,2013,521.8908,179.37906,467.62405
Taiwan,TWN,2014,538.7605,188.68167,472.62485
Taiwan,TWN,2015,553.8144,201.80359,458.45123
Taiwan,TWN,2016,554.21246,209.65405,464.03384
Taiwan,TWN,2017,550.43304,232.4506,471.06088
Taiwan,TWN,2018,546.50507,236.62138,473.56342
Taiwan,TWN,2019,515.6373,232.59819,464.15848
Taiwan,TWN,2020,493.4957,248.8446,433.83463
Taiwan,TWN,2021,522.2382,272.90457,465.73355
Taiwan,TWN,2022,480.79575,280.66348,439.27582
Taiwan,TWN,2023,454.15298,279.4694,413.87567
Thailand,THA,1965,27.696348,,0.52335
Thailand,THA,1966,32.691463,,0.75595
Thailand,THA,1967,36.284153,,1.34908
Thailand,THA,1968,47.828484,,1.48864
Thailand,THA,1969,51.799706,,1.5816799
Thailand,THA,1970,60.303055,,1.68635
Thailand,THA,1971,67.13238,,1.3287275
Thailand,THA,1972,84.27273,,1.0443972
Thailand,THA,1973,89.21048,,1.1181897
Thailand,THA,1974,90.82001,,1.6767552
Thailand,THA,1975,98.46377,,1.6027186
Thailand,THA,1976,103.67075,,1.8589971
Thailand,THA,1977,116.48012,,1.7880194
Thailand,THA,1978,127.90059,,2.302682
Thailand,THA,1979,130.51672,,4.8418946
Thailand,THA,1980,136.36172,,5.2354536
Thailand,THA,1981,128.8238,2.75631,5.8236647
